id,scientificName,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship
8247,Cistanthe umbellata (Torrey) Hershkovitz,Montiaceae,Cistanthe,umbellata,,species,(Torrey) Hershkovitz
8249,Claytonia cordifolia S. Watson,Montiaceae,Claytonia,cordifolia,,species,S. Watson
8253,Claytonia lanceolata Pursh,Montiaceae,Claytonia,lanceolata,,species,Pursh
8254,Claytonia megarhiza (A. Gray) Parry ex S. Watson,Montiaceae,Claytonia,megarhiza,,species,(A. Gray) Parry ex S. Watson
8266,Claytonia sarmentosa C.A. Meyer,Montiaceae,Claytonia,sarmentosa,,species,C.A. Meyer
8268,Claytonia sibirica Linnaeus,Montiaceae,Claytonia,sibirica,,species,Linnaeus
8269,Claytonia tuberosa Pallas ex Willdenow,Montiaceae,Claytonia,tuberosa,,species,Pallas ex Willdenow
8271,Claytonia washingtoniana (Suksdorf) Suksdorf,Montiaceae,Claytonia,washingtoniana,,species,(Suksdorf) Suksdorf
8250,Claytonia exigua Douglas ex Torrey & A. Gray subsp. exigua,Montiaceae,Claytonia,exigua,exigua,subspecies,Douglas ex Torrey & A. Gray
8252,Claytonia exigua subsp. glauca (Nuttall ex Torrey & A. Gray) John M. Miller & K.L. Chambers,Montiaceae,Claytonia,exigua,glauca,subspecies,(Nuttall ex Torrey & A. Gray) John M. Miller & K.L. Chambers
8255,Claytonia multiscapa subsp. pacifica (McNeill) John M. Miller & K.L. Chambers,Montiaceae,Claytonia,multiscapa,pacifica,subspecies,(McNeill) John M. Miller & K.L. Chambers
8258,Claytonia parviflora Douglas ex Hooker subsp. parviflora,Montiaceae,Claytonia,parviflora,parviflora,subspecies,Douglas ex Hooker
8260,Claytonia perfoliata subsp. intermontana John M. Miller & K.L. Chamber,Montiaceae,Claytonia,perfoliata,intermontana,subspecies,John M. Miller & K.L. Chamber
8262,Claytonia perfoliata Donn ex Willdenow subsp. perfoliata,Montiaceae,Claytonia,perfoliata,perfoliata,subspecies,Donn ex Willdenow
8263,Claytonia rubra subsp. depressa (A. Gray) John M. Miller & K.L. Chambers,Montiaceae,Claytonia,rubra,depressa,subspecies,(A. Gray) John M. Miller & K.L. Chambers
8265,Claytonia rubra (Howell) Tidestrom subsp. rubra,Montiaceae,Claytonia,rubra,rubra,subspecies,(Howell) Tidestrom
8275,Lewisia pygmaea (A. Gray) B.L. Robinson,Montiaceae,Lewisia,pygmaea,,species,(A. Gray) B.L. Robinson
8278,Lewisia triphylla (S. Watson) B.L. Robinson,Montiaceae,Lewisia,triphylla,,species,(S. Watson) B.L. Robinson
8272,Lewisia columbiana (Howell ex A. Gray) B.L. Robinson var. columbiana,Montiaceae,Lewisia,columbiana,columbiana,variety,(Howell ex A. Gray) B.L. Robinson
8274,Lewisia columbiana var. rupicola (English) C.L. Hitchcock,Montiaceae,Lewisia,columbiana,rupicola,variety,(English) C.L. Hitchcock
8276,Lewisia rediviva Pursh var. rediviva,Montiaceae,Lewisia,rediviva,rediviva,variety,Pursh
8279,Montia bostockii (A.E. Porsild) Welsh,Montiaceae,Montia,bostockii,,species,(A.E. Porsild) Welsh
8280,Montia chamissoi (Ledebour ex Sprengel) Greene,Montiaceae,Montia,chamissoi,,species,(Ledebour ex Sprengel) Greene
8281,Montia dichotoma (Nuttall) Howell,Montiaceae,Montia,dichotoma,,species,(Nuttall) Howell
8282,Montia diffusa (Nuttall) Greene,Montiaceae,Montia,diffusa,,species,(Nuttall) Greene
8283,Montia fontana Linnaeus,Montiaceae,Montia,fontana,,species,Linnaeus
8284,Montia howellii S. Watson,Montiaceae,Montia,howellii,,species,S. Watson
8285,Montia linearis (Douglas ex Hooker) Greene,Montiaceae,Montia,linearis,,species,(Douglas ex Hooker) Greene
8286,Montia parvifolia (Mocino ex de Candolle) Greene,Montiaceae,Montia,parvifolia,,species,(Mocino ex de Candolle) Greene
8287,Phemeranthus sediformis (von Poellnitz) Kiger,Montiaceae,Phemeranthus,sediformis,,species,(von Poellnitz) Kiger
19294,Lewisiopsis tweedyi (A. Gray) Govaerts,Montiaceae,Lewisiopsis,tweedyi,,species,(A. Gray) Govaerts
6703,Abronia latifolia Eschscholtz,Nyctaginaceae,Abronia,latifolia,,species,Eschscholtz
6704,Abronia umbellata var. breviflora (Standley) L.A. Galloway,Nyctaginaceae,Abronia,umbellata,breviflora,variety,(Standley) L.A. Galloway
7351,Armeria maritima subsp. californica (Boissier) A.E. Porsild,Plumbaginaceae,Armeria,maritima,californica,subspecies,(Boissier) A.E. Porsild
7355,Armeria maritima subsp. sibirica (Turczaninow ex Boissier) Nyman,Plumbaginaceae,Armeria,maritima,sibirica,subspecies,(Turczaninow ex Boissier) Nyman
8137,Koenigia islandica Linnaeus,Polygonaceae,Koenigia,islandica,,species,Linnaeus
8145,Persicaria hydropiperoides (Michaux) Small,Polygonaceae,Persicaria,hydropiperoides,,species,(Michaux) Small
8147,Persicaria lapathifolia (Linnaeus) Delarbre,Polygonaceae,Persicaria,lapathifolia,,species,(Linnaeus) Delarbre
8155,Persicaria punctata (Elliott) Small,Polygonaceae,Persicaria,punctata,,species,(Elliott) Small
8141,Persicaria amphibia var. stipulacea (N. Coleman) H. Hara,Polygonaceae,Persicaria,amphibia,stipulacea,variety,(N. Coleman) H. Hara
19080,Persicaria coccinea (Muhlenberg) Greene,Polygonaceae,Persicaria,coccinea,,species,(Muhlenberg) Greene
8102,Bistorta bistortoides (Pursh) Small,Polygonaceae,Bistorta,bistortoides,,species,(Pursh) Small
8105,Bistorta vivipara (Linnaeus) Delarbre,Polygonaceae,Bistorta,vivipara,,species,(Linnaeus) Delarbre
8170,Polygonum douglasii Greene,Polygonaceae,Polygonum,douglasii,,species,Greene
8194,Polygonum sawatchense subsp. oblivium Costea & Tardif,Polygonaceae,Polygonum,sawatchense,oblivium,subspecies,Costea & Tardif
8180,Polygonum majus (Meisner) Piper,Polygonaceae,Polygonum,majus,,species,(Meisner) Piper
8171,Polygonum engelmannii Greene,Polygonaceae,Polygonum,engelmannii,,species,Greene
8163,Polygonum austiniae Greene,Polygonaceae,Polygonum,austiniae,,species,Greene
8182,Polygonum nuttallii Small,Polygonaceae,Polygonum,nuttallii,,species,Small
8186,Polygonum paronychia Chamisso & Schlechtendal,Polygonaceae,Polygonum,paronychia,,species,Chamisso & Schlechtendal
8181,Polygonum minimum S. Watson,Polygonaceae,Polygonum,minimum,,species,S. Watson
8197,Polygonum spergulariiforme Meisner ex Small,Polygonaceae,Polygonum,spergulariiforme,,species,Meisner ex Small
8187,Polygonum polygaloides subsp. confertiflorum (Nuttall ex Piper) J.C. Hickman,Polygonaceae,Polygonum,polygaloides,confertiflorum,subspecies,(Nuttall ex Piper) J.C. Hickman
8189,Polygonum polygaloides subsp. kelloggii (Greene) J.C. Hickman,Polygonaceae,Polygonum,polygaloides,kelloggii,subspecies,(Greene) J.C. Hickman
8173,Polygonum fowleri B.L. Robinson subsp. fowleri,Polygonaceae,Polygonum,fowleri,fowleri,subspecies,B.L. Robinson
22347,Polygonum ramosissimum subsp. prolificum (Small) Costea & Tardif,Polygonaceae,Polygonum,ramosissimum,prolificum,subspecies,(Small) Costea & Tardif
22348,Polygonum ramosissimum Michaux subsp. ramosissimum,Polygonaceae,Polygonum,ramosissimum,ramosissimum,subspecies,Michaux
8162,Polygonum achoreum S.F. Blake,Polygonaceae,Polygonum,achoreum,,species,S.F. Blake
8138,Oxyria digyna (Linnaeus) Hill,Polygonaceae,Oxyria,digyna,,species,(Linnaeus) Hill
8204,Rumex arcticus Trautvetter,Polygonaceae,Rumex,arcticus,,species,Trautvetter
8210,Rumex fueginus Philippi,Polygonaceae,Rumex,fueginus,,species,Philippi
8212,Rumex lapponicus (Hiitonen) Czernov,Polygonaceae,Rumex,lapponicus,,species,(Hiitonen) Czernov
8216,Rumex occidentalis S. Watson,Polygonaceae,Rumex,occidentalis,,species,S. Watson
8219,Rumex paucifolius Nuttall,Polygonaceae,Rumex,paucifolius,,species,Nuttall
8220,Rumex persicarioides Linnaeus,Polygonaceae,Rumex,persicarioides,,species,Linnaeus
8227,Rumex transitorius Rechinger,Polygonaceae,Rumex,transitorius,,species,Rechinger
8228,Rumex triangulivalvis (Danser) Rechinger f.,Polygonaceae,Rumex,triangulivalvis,,species,(Danser) Rechinger f.
8106,Eriogonum androsaceum Bentham,Polygonaceae,Eriogonum,androsaceum,,species,Bentham
8111,Eriogonum flavum var. piperi (Greene) M.E. Jones,Polygonaceae,Eriogonum,flavum,piperi,variety,(Greene) M.E. Jones
22290,Eriogonum heracleoides Nuttall var. heracleoides,Polygonaceae,Eriogonum,heracleoides,heracleoides,variety,Nuttall
8120,Eriogonum pyrolifolium var. coryphaeum Torrey & A. Gray,Polygonaceae,Eriogonum,pyrolifolium,coryphaeum,variety,Torrey & A. Gray
8124,Eriogonum umbellatum var. majus Hooker,Polygonaceae,Eriogonum,umbellatum,majus,variety,Hooker
8126,Eriogonum umbellatum Torrey var. umbellatum,Polygonaceae,Eriogonum,umbellatum,umbellatum,variety,Torrey
8114,Eriogonum niveum Douglas ex Bentham,Polygonaceae,Eriogonum,niveum,,species,Douglas ex Bentham
8115,Eriogonum ovalifolium var. nivale (Canby ex Coville) M.E. Jones,Polygonaceae,Eriogonum,ovalifolium,nivale,variety,(Canby ex Coville) M.E. Jones
8117,Eriogonum ovalifolium var. purpureum (Nuttall) Durand,Polygonaceae,Eriogonum,ovalifolium,purpureum,variety,(Nuttall) Durand
