id,scientificName,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship
4795,Carex buxbaumii Wahlenberg,Cyperaceae,Carex,buxbaumii,,species,Wahlenberg
4859,Carex epapillosa Mackenzie,Cyperaceae,Carex,epapillosa,,species,Mackenzie
4885,Carex gmelinii Hooker & Arnott,Cyperaceae,Carex,gmelinii,,species,Hooker & Arnott
4976,Carex media R. Brown,Cyperaceae,Carex,media,,species,R. Brown
4980,Carex mertensii J.D. Prescott ex Bongard,Cyperaceae,Carex,mertensii,,species,J.D. Prescott ex Bongard
5022,Carex parryana Dewey,Cyperaceae,Carex,parryana,,species,Dewey
5051,Carex raynoldsii Dewey,Cyperaceae,Carex,raynoldsii,,species,Dewey
15102,Carex heteroneura var. epapillosa (Mackenzie) F.J. Hermann,Cyperaceae,Carex,heteroneura,epapillosa,variety,(Mackenzie) F.J. Hermann
5063,Carex rupestris Allioni,Cyperaceae,Carex,rupestris,,species,Allioni
5075,Carex scirpoidea subsp. pseudoscirpoidea (Rydberg) D.A. Dunlop,Cyperaceae,Carex,scirpoidea,pseudoscirpoidea,subspecies,(Rydberg) D.A. Dunlop
5076,Carex scirpoidea Michaux subsp. scirpoidea,Cyperaceae,Carex,scirpoidea,scirpoidea,subspecies,Michaux
5077,Carex scirpoidea subsp. stenochlaena (Holm) Á. Löve & D. Löve,Cyperaceae,Carex,scirpoidea,stenochlaena,subspecies,(Holm) Á. Löve & D. Löve
4852,Carex echinata Murray subsp. echinata,Cyperaceae,Carex,echinata,echinata,subspecies,Murray
4854,Carex echinata subsp. phyllomanica (W. Boott) Reznicek,Cyperaceae,Carex,echinata,phyllomanica,subspecies,(W. Boott) Reznicek
4917,Carex interior L.H. Bailey,Cyperaceae,Carex,interior,,species,L.H. Bailey
4815,Carex comosa Boott,Cyperaceae,Carex,comosa,,species,Boott
4861,Carex exsiccata L.H. Bailey,Cyperaceae,Carex,exsiccata,,species,L.H. Bailey
4862,Carex exsiccata × Carex rostrata,Cyperaceae,Carex,exsiccata × Carex rostrata,,species,
4911,Carex hystericina Muhlenberg ex Willdenow,Cyperaceae,Carex,hystericina,,species,Muhlenberg ex Willdenow
4978,Carex membranacea Hooker,Cyperaceae,Carex,membranacea,,species,Hooker
5055,Carex retrorsa Schweinitz,Cyperaceae,Carex,retrorsa,,species,Schweinitz
5059,Carex rostrata Stokes nom. cons.,Cyperaceae,Carex,rostrata,,species,Stokes nom. cons.
5067,Carex saxatilis Linnaeus,Cyperaceae,Carex,saxatilis,,species,Linnaeus
5132,Carex utriculata Boott,Cyperaceae,Carex,utriculata,,species,Boott
5136,Carex vesicaria Linnaeus,Cyperaceae,Carex,vesicaria,,species,Linnaeus
5180,Carex ×physocarpoides Lepage,Cyperaceae,Carex,×physocarpoides,,species,Lepage
5096,Carex stipata Muhlenberg ex Willdenow var. stipata,Cyperaceae,Carex,stipata,stipata,variety,Muhlenberg ex Willdenow
29021,Carex jonesii L.H. Bailey,Cyperaceae,Carex,jonesii,,species,L.H. Bailey
15662,Carex myosuroides Villars,Cyperaceae,Carex,myosuroides,,species,Villars
29136,Carex borealipolaris S.R. Zhang,Cyperaceae,Carex,borealipolaris,,species,S.R. Zhang
23184,Carex simpliciuscula Wahlenberg,Cyperaceae,Carex,simpliciuscula,,species,Wahlenberg
5101,Carex stylosa C.A. Meyer,Cyperaceae,Carex,stylosa,,species,C.A. Meyer
5300,Rhynchospora alba (Linnaeus) Vahl,Cyperaceae,Rhynchospora,alba,,species,(Linnaeus) Vahl
5301,Rhynchospora capillacea Torrey,Cyperaceae,Rhynchospora,capillacea,,species,Torrey
6271,Juncus covillei Piper var. covillei,Juncaceae,Juncus,covillei,covillei,variety,Piper
6273,Juncus covillei var. obtusatus C.L. Hitchcock,Juncaceae,Juncus,covillei,obtusatus,variety,C.L. Hitchcock
6289,Juncus longistylis Torrey,Juncaceae,Juncus,longistylis,,species,Torrey
16794,Juncus falcatus subsp. sitchensis (Buchenau) Hultén,Juncaceae,Juncus,falcatus,sitchensis,subspecies,(Buchenau) Hultén
6301,Juncus regelii Buchenau,Juncaceae,Juncus,regelii,,species,Buchenau
6287,Juncus kelloggii Engelmann,Juncaceae,Juncus,kelloggii,,species,Engelmann
23600,Juncus hemiendytus F.J. Hermann var. hemiendytus,Juncaceae,Juncus,hemiendytus,hemiendytus,variety,F.J. Hermann
6253,Juncus biglumis Linnaeus,Juncaceae,Juncus,biglumis,,species,Linnaeus
25143,Juncus triglumis Linnaeus subsp. triglumis,Juncaceae,Juncus,triglumis,triglumis,subspecies,Linnaeus
16876,Juncus triglumis subsp. albescens (Lange) Hultén,Juncaceae,Juncus,triglumis,albescens,subspecies,(Lange) Hultén
16853,Juncus stygius subsp. americanus (Buchenau) Hultén,Juncaceae,Juncus,stygius,americanus,subspecies,(Buchenau) Hultén
6266,Juncus castaneus Smith subsp. castaneus,Juncaceae,Juncus,castaneus,castaneus,subspecies,Smith
6278,Juncus ensifolius Wikström,Juncaceae,Juncus,ensifolius,,species,Wikström
6298,Juncus oxymeris Engelmann,Juncaceae,Juncus,oxymeris,,species,Engelmann
16791,Juncus saximontanus A. Nelson,Juncaceae,Juncus,saximontanus,,species,A. Nelson
6308,Juncus supiniformis Engelmann,Juncaceae,Juncus,supiniformis,,species,Engelmann
6295,Juncus nodosus Linnaeus,Juncaceae,Juncus,nodosus,,species,Linnaeus
6254,Juncus bolanderi Engelmann,Juncaceae,Juncus,bolanderi,,species,Engelmann
6245,Juncus acuminatus Michaux,Juncaceae,Juncus,acuminatus,,species,Michaux
30135,Juncus articulatus Linnaeus subsp. articulatus,Juncaceae,Juncus,articulatus,articulatus,subspecies,Linnaeus
6293,Juncus nevadensis S. Watson,Juncaceae,Juncus,nevadensis,,species,S. Watson
6291,Juncus mertensianus Bongard,Juncaceae,Juncus,mertensianus,,species,Bongard
6310,Juncus torreyi Coville,Juncaceae,Juncus,torreyi,,species,Coville
16720,Juncus alpinoarticulatus subsp. americanus (Farwell) Hämet-Ahti,Juncaceae,Juncus,alpinoarticulatus,americanus,subspecies,(Farwell) Hämet-Ahti
6316,Juncus ×alpiniformis Fernald,Juncaceae,Juncus,×alpiniformis,,species,Fernald
16752,Juncus tweedyi Rydberg,Juncaceae,Juncus,tweedyi,,species,Rydberg
6260,Juncus bufonius Linnaeus,Juncaceae,Juncus,bufonius,,species,Linnaeus
34510,Juncus amuricus (Maximowicz) V.I. Krecz. & Gontscharow,Juncaceae,Juncus,amuricus,,species,(Maximowicz) V.I. Krecz. & Gontscharow
6315,Juncus vaseyi Engelmann,Juncaceae,Juncus,vaseyi,,species,Engelmann
6286,Juncus interior Wiegand,Juncaceae,Juncus,interior,,species,Wiegand
6309,Juncus tenuis Willdenow,Juncaceae,Juncus,tenuis,,species,Willdenow
6270,Juncus confusus Coville,Juncaceae,Juncus,confusus,,species,Coville
6296,Juncus occidentalis (Coville) Wiegand,Juncaceae,Juncus,occidentalis,,species,(Coville) Wiegand
6275,Juncus dudleyi Wiegand,Juncaceae,Juncus,dudleyi,,species,Wiegand
6299,Juncus parryi Engelmann,Juncaceae,Juncus,parryi,,species,Engelmann
6274,Juncus drummondii E. Meyer,Juncaceae,Juncus,drummondii,,species,E. Meyer
23510,Juncus arcticus subsp. alaskanus Hultén,Juncaceae,Juncus,arcticus,alaskanus,subspecies,Hultén
6258,Juncus breweri Engelmann,Juncaceae,Juncus,breweri,,species,Engelmann
6282,Juncus filiformis Linnaeus,Juncaceae,Juncus,filiformis,,species,Linnaeus
25009,Juncus effusus subsp. pacificus (Fernald & Wiegand) Piper & Beattie,Juncaceae,Juncus,effusus,pacificus,subspecies,(Fernald & Wiegand) Piper & Beattie
25245,Juncus balticus subsp. ater (Rydberg) Snogerup,Juncaceae,Juncus,balticus,ater,subspecies,(Rydberg) Snogerup
16738,Juncus haenkei E. Meyer,Juncaceae,Juncus,haenkei,,species,E. Meyer
30584,Juncus hesperius (Piper) Lint,Juncaceae,Juncus,hesperius,,species,(Piper) Lint
30586,Juncus laccatus Zika,Juncaceae,Juncus,laccatus,,species,Zika
30161,Luzula spicata (Linnaeus) de Candolle subsp. spicata,Juncaceae,Luzula,spicata,spicata,subspecies,(Linnaeus) de Candolle
6341,Luzula piperi (Coville) M.E. Jones,Juncaceae,Luzula,piperi,,species,(Coville) M.E. Jones
6330,Luzula hitchcockii Hämet-Ahti,Juncaceae,Luzula,hitchcockii,,species,Hämet-Ahti
25285,Luzula parviflora (Ehrhart) Desvaux subsp. parviflora,Juncaceae,Luzula,parviflora,parviflora,subspecies,(Ehrhart) Desvaux
16907,Luzula parviflora subsp. fastigiata (E. Meyer) Hämet-Ahti,Juncaceae,Luzula,parviflora,fastigiata,subspecies,(E. Meyer) Hämet-Ahti
6337,Luzula nivalis (Laestadius) Sprengel,Juncaceae,Luzula,nivalis,,species,(Laestadius) Sprengel
6328,Luzula confusa Lindeberg,Juncaceae,Luzula,confusa,,species,Lindeberg
6325,Luzula arcuata subsp. unalaschkensis (Buchenau) Hultén,Juncaceae,Luzula,arcuata,unalaschkensis,subspecies,(Buchenau) Hultén
6334,Luzula multiflora subsp. frigida (Buchenau) V.I. Kreczetowicz,Juncaceae,Luzula,multiflora,frigida,subspecies,(Buchenau) V.I. Kreczetowicz
6336,Luzula multiflora (Ehrhart) Lejeune subsp. multiflora,Juncaceae,Luzula,multiflora,multiflora,subspecies,(Ehrhart) Lejeune
25116,Luzula comosa E. Meyer var. comosa,Juncaceae,Luzula,comosa,comosa,variety,E. Meyer
16887,Luzula comosa var. laxa Buchenau,Juncaceae,Luzula,comosa,laxa,variety,Buchenau
30742,Luzula macrantha (S. Watson) Zika & B.L. Wilson,Juncaceae,Luzula,macrantha,,species,(S. Watson) Zika & B.L. Wilson
16893,Luzula subsessilis (S. Watson) Buchenau,Juncaceae,Luzula,subsessilis,,species,(S. Watson) Buchenau
25125,Luzula rufescens Fisher ex E. Meyer var. rufescens,Juncaceae,Luzula,rufescens,rufescens,variety,Fisher ex E. Meyer
7429,Aristida purpurea var. longiseta (Steudel) Vasey,Poaceae,Aristida,purpurea,longiseta,variety,(Steudel) Vasey
9641,"Phragmites australis subsp. americanus Saltonstall, P.M. Peterson & Soreng",Poaceae,Phragmites,australis,americanus,subspecies,"Saltonstall, P.M. Peterson & Soreng"
7442,Bouteloua gracilis (Kunth) Lagasca ex Griffiths,Poaceae,Bouteloua,gracilis,,species,(Kunth) Lagasca ex Griffiths
7571,Distichlis spicata (Linnaeus) Greene,Poaceae,Distichlis,spicata,,species,(Linnaeus) Greene
7776,Muhlenbergia andina (Nuttall) Hitchcock,Poaceae,Muhlenbergia,andina,,species,(Nuttall) Hitchcock
7777,Muhlenbergia asperifolia (Nees & Meyen ex Trinius) Parodi,Poaceae,Muhlenbergia,asperifolia,,species,(Nees & Meyen ex Trinius) Parodi
7779,Muhlenbergia filiformis (Thurber ex S. Watson) Rydberg,Poaceae,Muhlenbergia,filiformis,,species,(Thurber ex S. Watson) Rydberg
7781,Muhlenbergia glomerata (Willdenow) Trinius,Poaceae,Muhlenbergia,glomerata,,species,(Willdenow) Trinius
7785,"Muhlenbergia racemosa (Michaux) Britton, Sterns & Poggenburgh",Poaceae,Muhlenbergia,racemosa,,species,"(Michaux) Britton, Sterns & Poggenburgh"
7786,Muhlenbergia richardsonis (Trinius) Rydberg,Poaceae,Muhlenbergia,richardsonis,,species,(Trinius) Rydberg
7782,Muhlenbergia mexicana var. filiformis (Torrey) Scribner,Poaceae,Muhlenbergia,mexicana,filiformis,variety,(Torrey) Scribner
7636,Eragrostis pectinacea (Michaux) Nees var. pectinacea,Poaceae,Eragrostis,pectinacea,pectinacea,variety,(Michaux) Nees
7630,Eragrostis mexicana (Hornemann) Link subsp. mexicana,Poaceae,Eragrostis,mexicana,mexicana,subspecies,(Hornemann) Link
7968,Sporobolus airoides (Torrey) Torrey,Poaceae,Sporobolus,airoides,,species,(Torrey) Torrey
30312,Sporobolus rigidus (Buckley) P.M. Peterson var. rigidus,Poaceae,Sporobolus,rigidus,rigidus,variety,(Buckley) P.M. Peterson
7969,Sporobolus compositus (Poiret) Merrill var. compositus,Poaceae,Sporobolus,compositus,compositus,variety,(Poiret) Merrill
7971,Sporobolus cryptandrus (Torrey) A. Gray,Poaceae,Sporobolus,cryptandrus,,species,(Torrey) A. Gray
30322,Sporobolus hookerianus P.M. Peterson & Saarela,Poaceae,Sporobolus,hookerianus,,species,P.M. Peterson & Saarela
7519,Danthonia californica Bolander,Poaceae,Danthonia,californica,,species,Bolander
7526,Danthonia spicata (Linnaeus) P. Beauvois ex Roemer & Schultes,Poaceae,Danthonia,spicata,,species,(Linnaeus) P. Beauvois ex Roemer & Schultes
7527,Danthonia unispicata (Thurberg) Munro ex Macoun,Poaceae,Danthonia,unispicata,,species,(Thurberg) Munro ex Macoun
7522,Danthonia intermedia Vasey subsp. intermedia,Poaceae,Danthonia,intermedia,intermedia,subspecies,Vasey
7943,Schizachyrium scoparium (Michaux) Nash var. scoparium,Poaceae,Schizachyrium,scoparium,scoparium,variety,(Michaux) Nash
7560,Dichanthelium oligosanthes subsp. scribnerianum (Nash) Freckmann & Lelong,Poaceae,Dichanthelium,oligosanthes,scribnerianum,subspecies,(Nash) Freckmann & Lelong
30430,Dichanthelium implicatum (Scribner) Kerguélen,Poaceae,Dichanthelium,implicatum,,species,(Scribner) Kerguélen
24349,Dichanthelium lanuginosum (Elliott) Gould,Poaceae,Dichanthelium,lanuginosum,,species,(Elliott) Gould
7578,Echinochloa muricata var. microstachya Wiegand,Poaceae,Echinochloa,muricata,microstachya,variety,Wiegand
7798,Panicum capillare Linnaeus,Poaceae,Panicum,capillare,,species,Linnaeus
18153,Bromus sitchensis Trinius var. sitchensis,Poaceae,Bromus,sitchensis,sitchensis,variety,Trinius
18127,Bromus sitchensis var. aleutensis (Trinius ex Grisebach) Hultén,Poaceae,Bromus,sitchensis,aleutensis,variety,(Trinius ex Grisebach) Hultén
30333,Bromus sitchensis var. carinatus (Hooker & Arnott) R.E. Brainerd & Otting,Poaceae,Bromus,sitchensis,carinatus,variety,(Hooker & Arnott) R.E. Brainerd & Otting
25193,Bromus sitchensis var. marginatus (Nees ex Steudel) B. Boivin,Poaceae,Bromus,sitchensis,marginatus,variety,(Nees ex Steudel) B. Boivin
30334,Bromus sitchensis var. polyanthus (Scribner ex Shear) R.E. Brainerd & Otting,Poaceae,Bromus,sitchensis,polyanthus,variety,(Scribner ex Shear) R.E. Brainerd & Otting
7453,Bromus ciliatus Linnaeus,Poaceae,Bromus,ciliatus,,species,Linnaeus
7466,Bromus latiglumis (Scribner ex Shear) Hitchcock,Poaceae,Bromus,latiglumis,,species,(Scribner ex Shear) Hitchcock
7470,Bromus pacificus Shear,Poaceae,Bromus,pacificus,,species,Shear
7472,Bromus porteri (J.M. Coulter) Nash,Poaceae,Bromus,porteri,,species,(J.M. Coulter) Nash
7474,Bromus pumpellianus Scribner,Poaceae,Bromus,pumpellianus,,species,Scribner
7476,Bromus richardsonii Link,Poaceae,Bromus,richardsonii,,species,Link
7484,Bromus vulgaris (Hooker) Shear,Poaceae,Bromus,vulgaris,,species,(Hooker) Shear
7693,Glyceria borealis (Nash) Batchelder,Poaceae,Glyceria,borealis,,species,(Nash) Batchelder
7701,Glyceria leptostachya Buckley,Poaceae,Glyceria,leptostachya,,species,Buckley
7705,Glyceria ×occidentalis (Piper) J.C. Nelson,Poaceae,Glyceria,×occidentalis,,species,(Piper) J.C. Nelson
7697,Glyceria elata (Nash) M.E. Jones,Poaceae,Glyceria,elata,,species,(Nash) M.E. Jones
7707,Glyceria pulchella (Nash) K.Schumann,Poaceae,Glyceria,pulchella,,species,(Nash) K.Schumann
25877,Glyceria striata (Lamarck) Hitchcock var. striata,Poaceae,Glyceria,striata,striata,variety,(Lamarck) Hitchcock
7699,Glyceria grandis S. Watson var. grandis,Poaceae,Glyceria,grandis,grandis,variety,S. Watson
7764,Melica bulbosa Geyer ex Porter & J.M. Coulter,Poaceae,Melica,bulbosa,,species,Geyer ex Porter & J.M. Coulter
9741,Melica fugax Bolander,Poaceae,Melica,fugax,,species,Bolander
7766,Melica harfordii Bolander,Poaceae,Melica,harfordii,,species,Bolander
7767,Melica smithii (Porter ex A. Gray) Vasey,Poaceae,Melica,smithii,,species,(Porter ex A. Gray) Vasey
7768,Melica spectabilis Scribner,Poaceae,Melica,spectabilis,,species,Scribner
7769,Melica subulata (Grisebach) Scribner,Poaceae,Melica,subulata,,species,(Grisebach) Scribner
7836,Pleuropogon refractus (A. Gray) Bentham ex Vasey,Poaceae,Pleuropogon,refractus,,species,(A. Gray) Bentham ex Vasey
25447,Schizachne purpurascens (Torrey) Swallen subsp. purpurascens,Poaceae,Schizachne,purpurascens,purpurascens,subspecies,(Torrey) Swallen
7372,Agrostis exarata Trinius,Poaceae,Agrostis,exarata,,species,Trinius
7377,Agrostis idahoensis Nash,Poaceae,Agrostis,idahoensis,,species,Nash
7378,Agrostis mertensii Trinius,Poaceae,Agrostis,mertensii,,species,Trinius
7379,Agrostis microphylla Steudel,Poaceae,Agrostis,microphylla,,species,Steudel
7380,Agrostis oregonensis Vasey,Poaceae,Agrostis,oregonensis,,species,Vasey
7381,Agrostis pallens Trinius,Poaceae,Agrostis,pallens,,species,Trinius
7383,Agrostis scabra Willdenow,Poaceae,Agrostis,scabra,,species,Willdenow
7385,Agrostis variabilis Rydberg,Poaceae,Agrostis,variabilis,,species,Rydberg
7493,Calamagrostis lapponica (Wahlenberg) Hartman,Poaceae,Calamagrostis,lapponica,,species,(Wahlenberg) Hartman
7494,Calamagrostis montanensis (Scribner) Vasey,Poaceae,Calamagrostis,montanensis,,species,(Scribner) Vasey
7495,Calamagrostis nutkaensis (J. Presl) Steudel,Poaceae,Calamagrostis,nutkaensis,,species,(J. Presl) Steudel
7497,Calamagrostis purpurascens R. Brown,Poaceae,Calamagrostis,purpurascens,,species,R. Brown
7498,Calamagrostis rubescens Buckley,Poaceae,Calamagrostis,rubescens,,species,Buckley
7499,Calamagrostis sesquiflora (Trinius) Tzelev,Poaceae,Calamagrostis,sesquiflora,,species,(Trinius) Tzelev
7486,Calamagrostis canadensis (Michaux) Palisot de Beauvois var. canadensis,Poaceae,Calamagrostis,canadensis,canadensis,variety,(Michaux) Palisot de Beauvois
7488,Calamagrostis canadensis var. langsdorffii (Link) Inman,Poaceae,Calamagrostis,canadensis,langsdorffii,variety,(Link) Inman
7500,Calamagrostis stricta subsp. inexpansa (A. Gray) Greene,Poaceae,Calamagrostis,stricta,inexpansa,subspecies,(A. Gray) Greene
7502,Calamagrostis stricta (Timm) Koeler subsp. stricta,Poaceae,Calamagrostis,stricta,stricta,subspecies,(Timm) Koeler
7915,Podagrostis aequivalvis (Trinius) Scribner & Merrill,Poaceae,Podagrostis,aequivalvis,,species,(Trinius) Scribner & Merrill
7916,Podagrostis humilis (Vasey) Björkman,Poaceae,Podagrostis,humilis,,species,(Vasey) Björkman
7534,Deschampsia danthonioides (Trinius) Munro,Poaceae,Deschampsia,danthonioides,,species,(Trinius) Munro
7535,Deschampsia elongata (Hooker) Munro,Poaceae,Deschampsia,elongata,,species,(Hooker) Munro
7530,Deschampsia cespitosa (Linnaeus) Palisot de Beauvois subsp. cespitosa,Poaceae,Deschampsia,cespitosa,cespitosa,subspecies,(Linnaeus) Palisot de Beauvois
9839,Deschampsia cespitosa subsp. beringensis (Hultén) W.E. Lawrence,Poaceae,Deschampsia,cespitosa,beringensis,subspecies,(Hultén) W.E. Lawrence
8001,Vahlodea atropurpurea (Wahlenberg) Fries ex Hartman,Poaceae,Vahlodea,atropurpurea,,species,(Wahlenberg) Fries ex Hartman
30295,Helictochloa hookeri (Scribner) Romero Zarco,Poaceae,Helictochloa,hookeri,,species,(Scribner) Romero Zarco
7391,Alopecurus magellanicus Lamarck,Poaceae,Alopecurus,magellanicus,,species,Lamarck
7392,Alopecurus carolinianus Walter,Poaceae,Alopecurus,carolinianus,,species,Walter
7388,Alopecurus aequalis Sobolewski var. aequalis,Poaceae,Alopecurus,aequalis,aequalis,variety,Sobolewski
7439,Beckmannia syzigachne (Steudel) Fernald,Poaceae,Beckmannia,syzigachne,,species,(Steudel) Fernald
9877,Anthoxanthum hirtum (Schrank) Y. Schouten & Veldkamp,Poaceae,Anthoxanthum,hirtum,,species,(Schrank) Y. Schouten & Veldkamp
7408,Anthoxanthum monticola subsp. alpinum (Swartz ex Willdenow) Soreng,Poaceae,Anthoxanthum,monticola,alpinum,subspecies,(Swartz ex Willdenow) Soreng
28442,Phalaris arundinacea Linnaeus var. arundinacea,Poaceae,Phalaris,arundinacea,arundinacea,variety,Linnaeus
7416,Arctagrostis latifolia subsp. arundinacea (Trinius) Tzelev,Poaceae,Arctagrostis,latifolia,arundinacea,subspecies,(Trinius) Tzelev
7419,Arctophila fulva (Trinius) Andersson,Poaceae,Arctophila,fulva,,species,(Trinius) Andersson
7882,Poa lettermanii Vasey,Poaceae,Poa,lettermanii,,species,Vasey
7899,Poa pseudoabbreviata Roshevitz,Poaceae,Poa,pseudoabbreviata,,species,Roshevitz
7908,Poa suksdorfii (Beal) Vasey ex Piper,Poaceae,Poa,suksdorfii,,species,(Beal) Vasey ex Piper
7840,"Poa abbreviata subsp. pattersonii (Vasey) Á. Löve, D. Löve & B.M. Kapoor",Poaceae,Poa,abbreviata,pattersonii,subspecies,"(Vasey) Á. Löve, D. Löve & B.M. Kapoor"
31511,Poa banffiana (Soreng) Soreng & L.J. Gillespie,Poaceae,Poa,banffiana,,species,(Soreng) Soreng & L.J. Gillespie
7841,Poa alpina Linnaeus subsp. alpina,Poaceae,Poa,alpina,alpina,subspecies,Linnaeus
7884,Poa marcida Hitchcock,Poaceae,Poa,marcida,,species,Hitchcock
7845,Poa arctica R. Brown subsp. arctica,Poaceae,Poa,arctica,arctica,subspecies,R. Brown
7850,Poa arctica subsp. lanata (Scribner & Merrill) Soreng,Poaceae,Poa,arctica,lanata,subspecies,(Scribner & Merrill) Soreng
7892,Poa pratensis subsp. agassizensis (B. Boivin & D. Löve) Roy L. Taylor & MacBryde,Poaceae,Poa,pratensis,agassizensis,subspecies,(B. Boivin & D. Löve) Roy L. Taylor & MacBryde
7894,Poa pratensis subsp. alpigena (Lindman) Hiitonen,Poaceae,Poa,pratensis,alpigena,subspecies,(Lindman) Hiitonen
7896,Poa pratensis subsp. colpodea (Th. Fries) Tzvelev,Poaceae,Poa,pratensis,colpodea,subspecies,(Th. Fries) Tzvelev
7852,Poa howellii Vasey & Scribner,Poaceae,Poa,howellii,,species,Vasey & Scribner
7879,Poa laxiflora Buckley,Poaceae,Poa,laxiflora,,species,Buckley
7857,Poa confinis Vasey,Poaceae,Poa,confinis,,species,Vasey
7883,Poa macrantha Vasey,Poaceae,Poa,macrantha,,species,Vasey
9571,Poa ×nematophylla Rydberg,Poaceae,Poa,×nematophylla,,species,Rydberg
7864,Poa fendleriana (Steudel) Vasey subsp. fendleriana,Poaceae,Poa,fendleriana,fendleriana,subspecies,(Steudel) Vasey
7866,Poa fendleriana subsp. longiligula (Scribner & T.A. Williams) Soreng,Poaceae,Poa,fendleriana,longiligula,subspecies,(Scribner & T.A. Williams) Soreng
7860,Poa cusickii subsp. epilis (Scribner) W.A. Weber,Poaceae,Poa,cusickii,epilis,subspecies,(Scribner) W.A. Weber
7861,Poa cusickii subsp. pallida Soreng,Poaceae,Poa,cusickii,pallida,subspecies,Soreng
7862,Poa cusickii subsp. purpurascens (Vasey) Soreng,Poaceae,Poa,cusickii,purpurascens,subspecies,(Vasey) Soreng
7912,Poa wheeleri Vasey,Poaceae,Poa,wheeleri,,species,Vasey
7873,Poa interior Rydberg,Poaceae,Poa,interior,,species,Rydberg
7889,Poa palustris Linnaeus,Poaceae,Poa,palustris,,species,Linnaeus
7867,Poa glauca Vahl subsp. glauca,Poaceae,Poa,glauca,glauca,subspecies,Vahl
7869,Poa glauca subsp. rupicola (Nash) W.A. Weber,Poaceae,Poa,glauca,rupicola,subspecies,(Nash) W.A. Weber
7903,Poa secunda subsp. juncifolia (Scribner) Soreng,Poaceae,Poa,secunda,juncifolia,subspecies,(Scribner) Soreng
7905,Poa secunda J. Presl subsp. secunda,Poaceae,Poa,secunda,secunda,subspecies,J. Presl
7906,Poa stenantha Trinius var. stenantha,Poaceae,Poa,stenantha,stenantha,variety,Trinius
7881,Poa leptocoma Trinius,Poaceae,Poa,leptocoma,,species,Trinius
7913,Poa ×limosa Scribner & Williams,Poaceae,Poa,×limosa,,species,Scribner & Williams
7890,Poa paucispicula Scribner & Merrill,Poaceae,Poa,paucispicula,,species,Scribner & Merrill
7863,Arctopoa eminens (J. Presl) Probatova,Poaceae,Arctopoa,eminens,,species,(J. Presl) Probatova
32207,"Koeleria spicata (Linnaeus) Barberá, Quintanar, Soreng & P.M. Peterson",Poaceae,Koeleria,spicata,,species,"(Linnaeus) Barberá, Quintanar, Soreng & P.M. Peterson"
7737,Koeleria macrantha (Ledebour) Schultes,Poaceae,Koeleria,macrantha,,species,(Ledebour) Schultes
7965,Sphenopholis intermedia (Rydberg) Rydberg,Poaceae,Sphenopholis,intermedia,,species,(Rydberg) Rydberg
7967,Sphenopholis obtusata (Michaux) Scribner,Poaceae,Sphenopholis,obtusata,,species,(Michaux) Scribner
7988,Trisetum cernuum subsp. canescens (Buckley) Calder & Roy L. Taylor,Poaceae,Trisetum,cernuum,canescens,subspecies,(Buckley) Calder & Roy L. Taylor
7990,Trisetum cernuum Trinius subsp. cernuum,Poaceae,Trisetum,cernuum,cernuum,subspecies,Trinius
24105,Graphephorum wolfii (Vasey) Vasey ex Coulter,Poaceae,Graphephorum,wolfii,,species,(Vasey) Vasey ex Coulter
7506,Catabrosa aquatica (Linnaeus) Palisot de Beauvois,Poaceae,Catabrosa,aquatica,,species,(Linnaeus) Palisot de Beauvois
7821,Phippsia algida (Solander) R. Brown,Poaceae,Phippsia,algida,,species,(Solander) R. Brown
7921,Puccinellia pumila (Vasey) Hitchcock,Poaceae,Puccinellia,pumila,,species,(Vasey) Hitchcock
7933,Puccinellia nutkaensis (J. Presl) Fernald & Weatherby,Poaceae,Puccinellia,nutkaensis,,species,(J. Presl) Fernald & Weatherby
7934,Puccinellia nuttalliana (Schultes) Hitchcock,Poaceae,Puccinellia,nuttalliana,,species,(Schultes) Hitchcock
7511,Coleanthus subtilis (Trattinnick) Seidl,Poaceae,Coleanthus,subtilis,,species,(Trattinnick) Seidl
7510,Cinna latifolia (Treviranus ex Göppinger) Grisebach,Poaceae,Cinna,latifolia,,species,(Treviranus ex Göppinger) Grisebach
7644,Festuca altaica Trinius,Poaceae,Festuca,altaica,,species,Trinius
7650,Festuca campestris Rydberg,Poaceae,Festuca,campestris,,species,Rydberg
7646,Festuca baffinensis Polunin,Poaceae,Festuca,baffinensis,,species,Polunin
7657,Festuca idahoensis Elmer,Poaceae,Festuca,idahoensis,,species,Elmer
7659,Festuca minutiflora Rydberg,Poaceae,Festuca,minutiflora,,species,Rydberg
7660,Festuca occidentalis Hooker,Poaceae,Festuca,occidentalis,,species,Hooker
7666,Festuca pseudovivipara (Pavlick) Pavlick,Poaceae,Festuca,pseudovivipara,,species,(Pavlick) Pavlick
7667,Festuca roemeri (Pavlick) E.B. Alexeev,Poaceae,Festuca,roemeri,,species,(Pavlick) E.B. Alexeev
7687,Festuca viridula Vasey,Poaceae,Festuca,viridula,,species,Vasey
7679,Festuca saximontana var. purpusiana (Saint-Yves) Frederiksen & Pavlick,Poaceae,Festuca,saximontana,purpusiana,variety,(Saint-Yves) Frederiksen & Pavlick
7681,Festuca saximontana var. robertsiana Pavlick,Poaceae,Festuca,saximontana,robertsiana,variety,Pavlick
